year,country,id,GDPPC,DEBT,INVEST,INFLATION,POPULATION,SCHOOLING,CRISES,INSTITUTIONS,UPHEAVAL,INDEP
1902,AUS,2,3823,46.4439,18.24,4.92,3850,5.71,0,7,0,1
1903,AUS,2,4076,49.7428,12.62,-1.56,3896,5.75,0,7,0,1
1904,AUS,2,4295,47.8772,16.29,-6.35,3946,5.85,0,7,0,1
1905,AUS,2,4282,49.1269,10.59,5.08,4004,5.91,0,7,0,1
1906,AUS,2,4507,47.075,13.57,0,4062,6.01,0,7,0,1
1907,AUS,2,4616,41.2483,16.54,0,4127,6.02,0,7,0,1
1908,AUS,2,4693,42.3595,13.25,4.84,4197,6.05,0,7,0,1
1909,AUS,2,4981,40.6307,16.06,0,4278,6.12,0,7,0,1
1910,AUS,2,5210,38.7713,17.5,3.08,4375,6.18,0,7,0,1
1911,AUS,2,5104,25.8879,16.67,4.8699999,4500,6.29,0,7,0,1
1912,AUS,2,5098,37.3647,16.76,6.6599998,4661,6.31,0,7,0,1
1913,AUS,2,5157,37.0718,21.57,8.45,4821,6.35,0,7,0,1
1914,AUS,2,5027,38.1481,19.33,-1.3,4933,6.4,0,7,0,1
1915,AUS,2,4897,44.3556,11.58,5.26,4971,6.46,1,7,0,1
1916,AUS,2,4878,46.0578,16.31,11.25,4955,6.53,1,7,0,1
1917,AUS,2,4791,51.2035,10.18,2.25,4950,6.56,0,7,0,1
1918,AUS,2,4602,61.629,10.17,6.59,5032,6.61,0,7,0,1
1919,AUS,2,4716,60.6288,13.62,7.22,5193,6.7,0,7,0,1
1920,AUS,2,4766,61.2051,12.45,12.5,5358,6.8,1,7,0,1
1921,AUS,2,4911,59.081,26.34,1.71,5461,6.88,0,7,0,1
1922,AUS,2,5064,63.3672,20.46,-9.24,5574,6.94,0,7,0,1
1923,AUS,2,5192,59.2318,20.66,-1.85,5697,6.96,0,7,0,1
1924,AUS,2,5417,58.8273,20.52,0,5819,7.04,0,7,0,1
1925,AUS,2,5553,55.302,21.72,0.94,5943,7.13,0,7,0,1
1926,AUS,2,5573,60.4521,16.7,0.93,6064,7.22,0,7,0,1
1927,AUS,2,5544,59.7108,19.32,0,6188,7.22,0,7,0,1
1928,AUS,2,5452,62.3232,18.8,1.85,6304,7.24,0,7,0,1
1929,AUS,2,5263,63.8435,17.99,0.91,6396,7.28,1,7,0,1
1930,AUS,2,4708,70.2682,16.41,0,6469,7.36,1,7,0,1
1931,AUS,2,4354,89.8135,12.67,-8.11,6527,7.46,2,7,0,1
1932,AUS,2,4564,98.157,9.67,-3.92,6579,7.47,2,7,0,1
1933,AUS,2,4842,95.2927,10.92,-4.08,6631,7.52,0,7,0,1
1934,AUS,2,5060,90.1475,12.24,0,6682,7.53,0,7,0,1
1935,AUS,2,5318,86.7318,13.48,0,6732,7.58,0,7,0,1
1936,AUS,2,5516,79.7776,13.45,1.06,6783,7.66,0,7,0,1
1937,AUS,2,5746,73.5469,14.85,3.16,6841,7.7,1,7,0,1
1938,AUS,2,5886,68.6591,18.96,2.04,6904,7.76,1,7,0,1
